Tanggal;Terakhir;Pembukaan;Tertinggi;Terendah;Vol.;Perubahan%
26/08/20;1954,03;1928,66;1955,15;1902,81;;1,34%
27/08/20;1929,20;1953,35;1976,32;1909,96;;-1,27%
28/08/20;1964,89;1929,44;1973,81;1923,71;;1,85%
31/08/20;1970,15;1965,39;1976,53;1954,55;;0,27%
01/09/20;1970,49;1967,58;1992,26;1963,22;;0,02%
02/09/20;1942,98;1969,71;1974,41;1932,75;;-1,40%
03/09/20;1930,85;1943,00;1951,15;1921,95;;-0,62%
04/09/20;1932,85;1931,51;1942,25;1916,64;;0,10%
07/09/20;1929,18;1930,35;1941,45;1924,43;;-0,19%
08/09/20;1931,26;1929,14;1940,80;1906,57;;0,11%
09/09/20;1946,66;1932,26;1950,95;1920,20;;0,80%
10/09/20;1954,07;1946,06;1966,50;1941,42;;0,38%
11/09/20;1941,50;1955,20;1957,95;1937,42;;-0,64%
14/09/20;1956,37;1941,05;1962,52;1937,46;;0,77%
15/09/20;1955,52;1957,31;1972,35;1948,64;;-0,04%
16/09/20;1959,32;1956,19;1973,63;1949,89;;0,19%
17/09/20;1942,60;1959,99;1963,48;1932,99;;-0,85%
18/09/20;1949,69;1943,87;1960,20;1941,79;;0,37%
21/09/20;1912,57;1949,55;1955,75;1883,21;;-1,90%
22/09/20;1899,28;1912,80;1919,99;1894,93;;-0,69%
23/09/20;1863,55;1900,20;1905,56;1855,77;;-1,88%
24/09/20;1868,04;1863,42;1877,30;1848,45;;0,24%
25/09/20;1860,05;1868,61;1875,28;1852,59;;-0,43%
28/09/20;1880,85;1859,00;1883,39;1849,19;;1,12%
29/09/20;1897,69;1881,40;1899,24;1875,56;;0,90%
30/09/20;1885,44;1897,81;1902,39;1881,31;;-0,65%
01/10/20;1905,05;1885,80;1912,09;1884,48;;1,04%
02/10/20;1898,70;1905,65;1917,28;1889,57;;-0,33%
05/10/20;1912,90;1902,24;1918,74;1886,81;;0,75%
06/10/20;1877,13;1913,28;1921,10;1874,57;;-1,87%
07/10/20;1887,22;1878,84;1898,31;1873,05;;0,54%
08/10/20;1893,09;1887,40;1900,73;1881,86;;0,31%
09/10/20;1929,43;1894,19;1930,83;1893,32;;1,92%
12/10/20;1921,95;1930,50;1933,45;1918,19;;-0,39%
13/10/20;1890,82;1922,42;1925,73;1886,59;;-1,62%
14/10/20;1900,89;1891,90;1913,03;1882,44;;0,53%
15/10/20;1907,82;1900,31;1909,22;1889,46;;0,36%
16/10/20;1898,97;1907,95;1914,06;1897,59;;-0,46%
19/10/20;1904,27;1899,94;1918,59;1897,09;;0,28%
20/10/20;1906,39;1904,24;1914,20;1894,74;;0,11%
21/10/20;1924,49;1908,65;1931,41;1907,94;;0,95%
22/10/20;1904,04;1924,34;1926,00;1894,80;;-1,06%
23/10/20;1900,79;1904,24;1914,30;1894,54;;-0,17%
26/10/20;1901,69;1902,34;1908,55;1890,90;;0,05%
27/10/20;1906,83;1902,19;1911,34;1897,47;;0,27%
28/10/20;1877,06;1908,05;1911,03;1869,59;;-1,56%
29/10/20;1867,13;1876,94;1885,42;1859,67;;-0,53%
30/10/20;1877,95;1868,24;1889,85;1864,64;;0,58%
02/11/20;1895,10;1878,59;1896,12;1873,21;;0,91%
03/11/20;1908,36;1895,80;1910,71;1886,81;;0,70%
04/11/20;1903,21;1908,59;1916,68;1883,15;;-0,27%
05/11/20;1948,56;1903,65;1952,95;1902,43;;2,38%
06/11/20;1951,51;1949,24;1960,77;1935,40;;0,15%
09/11/20;1861,86;1954,65;1965,92;1850,36;;-4,59%
10/11/20;1876,50;1862,15;1890,60;1860,30;;0,79%
11/11/20;1864,71;1877,34;1884,93;1856,05;;-0,63%
12/11/20;1875,76;1865,30;1883,88;1862,46;;0,59%
13/11/20;1888,04;1876,44;1897,16;1873,76;;0,65%
16/11/20;1888,52;1888,74;1899,35;1864,74;;0,03%
17/11/20;1878,60;1889,15;1893,90;1877,69;;-0,52%
18/11/20;1871,41;1878,60;1884,92;1863,94;;-0,38%
19/11/20;1867,37;1871,44;1874,34;1852,48;;-0,22%
20/11/20;1870,49;1867,59;1879,98;1860,66;;0,17%
23/11/20;1835,85;1869,84;1876,72;1830,85;;-1,85%
24/11/20;1807,51;1836,65;1839,26;1800,69;;-1,54%
25/11/20;1805,30;1807,69;1817,98;1801,33;;-0,12%
26/11/20;1810,57;1805,74;1818,78;1805,31;;0,29%
27/11/20;1788,13;1811,09;1813,81;1773,93;;-1,24%
30/11/20;1777,02;1789,05;1789,99;1764,69;;-0,62%
01/12/20;1814,87;1777,40;1817,55;1775,52;;2,13%
02/12/20;1831,01;1815,19;1832,65;1806,99;;0,89%
03/12/20;1840,36;1831,34;1844,45;1823,60;;0,51%
04/12/20;1837,61;1841,05;1848,26;1829,30;;-0,15%
07/12/20;1863,69;1837,99;1868,76;1822,99;;1,42%
08/12/20;1871,36;1863,55;1875,79;1859,83;;0,41%
09/12/20;1839,11;1871,19;1871,37;1825,71;;-1,72%
10/12/20;1835,31;1839,59;1850,40;1828,48;;-0,21%
11/12/20;1839,03;1835,55;1847,89;1824,23;;0,20%
14/12/20;1827,17;1839,30;1839,86;1819,92;;-0,64%
15/12/20;1853,46;1827,80;1855,76;1825,29;;1,44%
16/12/20;1864,15;1853,94;1866,20;1844,75;;0,58%
17/12/20;1885,87;1864,26;1896,26;1861,83;;1,17%
18/12/20;1880,66;1885,80;1889,88;1876,97;;-0,28%
21/12/20;1876,21;1883,20;1906,93;1856,69;;-0,24%
22/12/20;1859,56;1876,65;1884,61;1858,73;;-0,89%
23/12/20;1872,08;1859,99;1878,59;1858,59;;0,67%
24/12/20;1876,56;1872,74;1882,55;1869,52;;0,24%
25/12/20;1875,82;1877,07;1877,07;1877,07;;-0,04%
28/12/20;1871,19;1885,93;1900,53;1869,21;;-0,25%
29/12/20;1877,99;1872,24;1886,91;1870,99;;0,36%
30/12/20;1893,37;1878,34;1894,06;1875,66;;0,82%
31/12/20;1896,49;1893,55;1901,26;1884,77;;0,16%
01/01/21;1898,10;1897,69;1899,12;1897,39;;0,09%
04/01/21;1942,28;1906,05;1944,65;1905,36;;2,33%
05/01/21;1949,35;1942,65;1953,17;1934,08;;0,36%
06/01/21;1918,81;1950,30;1959,60;1901,11;;-1,57%
07/01/21;1912,50;1919,40;1927,97;1906,86;;-0,33%
08/01/21;1848,26;1912,90;1917,85;1828,74;;-3,36%
11/01/21;1844,66;1849,34;1857,05;1817,14;;-0,19%
12/01/21;1855,63;1845,34;1864,08;1837,41;;0,59%
13/01/21;1843,41;1856,19;1863,26;1843,34;;-0,66%
14/01/21;1846,37;1843,94;1857,59;1833,21;;0,16%
15/01/21;1826,59;1846,80;1856,85;1823,21;;-1,07%
18/01/21;1836,89;1828,94;1840,95;1810,46;;0,56%
19/01/21;1839,34;1838,09;1845,98;1833,06;;0,13%
20/01/21;1870,91;1840,05;1872,03;1832,46;;1,72%
21/01/21;1869,91;1871,07;1875,45;1858,16;;-0,05%
22/01/21;1852,55;1870,09;1871,17;1837,09;;-0,93%
25/01/21;1854,99;1855,75;1868,45;1847,30;;0,13%
26/01/21;1850,31;1855,55;1861,86;1848,36;;-0,25%
27/01/21;1843,99;1850,65;1853,58;1831,29;;-0,34%
28/01/21;1840,36;1844,34;1864,26;1833,81;;-0,20%
29/01/21;1846,09;1840,90;1876,03;1839,56;;0,31%
01/02/21;1860,16;1863,05;1871,84;1849,04;;0,76%
02/02/21;1837,35;1860,84;1864,26;1829,46;;-1,23%
03/02/21;1833,76;1837,49;1845,29;1829,49;;-0,20%
04/02/21;1792,26;1834,34;1835,13;1785,15;;-2,26%
05/02/21;1811,62;1792,49;1815,32;1791,80;;1,08%
08/02/21;1830,16;1815,44;1839,15;1807,48;;1,02%
09/02/21;1837,06;1830,59;1849,15;1828,63;;0,38%
10/02/21;1842,22;1837,55;1855,70;1833,91;;0,28%
11/02/21;1825,36;1842,65;1847,95;1820,63;;-0,91%
12/02/21;1823,46;1825,90;1830,80;1810,33;;-0,10%
15/02/21;1818,51;1825,34;1827,59;1815,71;;-0,27%
16/02/21;1794,31;1819,34;1826,75;1789,19;;-1,33%
17/02/21;1776,26;1794,65;1795,45;1769,27;;-1,01%
18/02/21;1775,49;1776,69;1789,88;1767,98;;-0,04%
19/02/21;1782,31;1776,19;1791,70;1760,13;;0,38%
22/02/21;1808,66;1782,24;1812,76;1780,46;;1,48%
23/02/21;1805,06;1809,09;1816,27;1795,78;;-0,20%
24/02/21;1804,36;1805,34;1813,99;1783,30;;-0,04%
25/02/21;1769,88;1804,80;1806,06;1765,44;;-1,91%
26/02/21;1733,49;1770,49;1776,10;1717,26;;-2,06%
01/03/21;1723,84;1733,40;1760,02;1719,52;;-0,56%
02/03/21;1738,09;1724,10;1738,89;1707,18;;0,83%
03/03/21;1710,95;1738,59;1740,85;1701,94;;-1,56%
04/03/21;1697,19;1711,84;1723,34;1690,64;;-0,80%
05/03/21;1700,86;1698,59;1707,76;1687,12;;0,22%
08/03/21;1681,24;1702,80;1714,45;1676,70;;-1,15%
09/03/21;1715,36;1682,55;1720,83;1679,80;;2,03%
10/03/21;1726,05;1715,94;1726,76;1707,99;;0,62%
11/03/21;1721,41;1726,55;1739,99;1719,38;;-0,27%
12/03/21;1726,41;1721,59;1728,42;1698,85;;0,29%
15/03/21;1731,84;1727,74;1734,99;1721,31;;0,31%
16/03/21;1730,94;1730,57;1741,40;1725,80;;-0,05%
17/03/21;1744,44;1730,61;1751,81;1724,14;;0,78%
18/03/21;1736,41;1745,09;1755,59;1719,05;;-0,46%
19/03/21;1744,74;1735,90;1746,88;1728,04;;0,48%
22/03/21;1738,69;1745,74;1747,18;1727,40;;-0,35%
23/03/21;1727,11;1739,05;1742,85;1724,42;;-0,67%
24/03/21;1734,19;1727,80;1738,56;1723,85;;0,41%
25/03/21;1726,82;1735,65;1745,95;1721,84;;-0,42%
26/03/21;1731,97;1727,30;1737,01;1721,23;;0,30%
29/03/21;1711,99;1732,15;1733,34;1705,58;;-1,15%
30/03/21;1684,80;1712,55;1714,74;1678,85;;-1,59%
31/03/21;1707,01;1685,59;1715,28;1677,93;;1,32%
01/04/21;1730,18;1708,09;1730,80;1705,42;;1,36%
02/04/21;1728,84;1730,47;1732,55;1728,67;;-0,08%
05/04/21;1728,44;1728,74;1733,75;1721,22;;-0,02%
06/04/21;1743,57;1728,49;1745,68;1726,82;;0,88%
07/04/21;1737,28;1742,96;1744,57;1730,13;;-0,36%
08/04/21;1755,94;1737,84;1759,13;1732,99;;1,07%
09/04/21;1743,10;1756,54;1757,47;1731,09;;-0,73%
12/04/21;1732,51;1743,80;1745,36;1727,18;;-0,61%
13/04/21;1743,83;1732,59;1749,23;1723,27;;0,65%
14/04/21;1736,00;1744,30;1749,58;1732,13;;-0,45%
15/04/21;1763,21;1737,10;1769,91;1734,10;;1,57%
16/04/21;1776,31;1763,84;1784,07;1759,79;;0,74%
19/04/21;1769,31;1779,50;1790,54;1765,98;;-0,39%
20/04/21;1777,25;1770,30;1780,77;1763,18;;0,45%
21/04/21;1793,46;1778,64;1797,98;1775,95;;0,91%
22/04/21;1783,94;1794,15;1798,29;1776,83;;-0,53%
23/04/21;1777,18;1784,33;1796,06;1770,05;;-0,38%
26/04/21;1780,19;1776,34;1783,69;1768,70;;0,17%
27/04/21;1776,69;1780,42;1785,90;1773,52;;-0,20%
28/04/21;1781,32;1776,80;1782,85;1762,56;;0,26%
29/04/21;1771,24;1780,90;1790,43;1756,19;;-0,57%
30/04/21;1768,59;1772,90;1773,98;1763,73;;-0,15%
03/05/21;1792,36;1768,49;1798,22;1765,91;;1,34%
04/05/21;1778,48;1792,29;1799,38;1770,84;;-0,77%
05/05/21;1786,44;1778,91;1788,35;1769,95;;0,45%
06/05/21;1815,18;1787,09;1818,21;1781,67;;1,61%
07/05/21;1830,48;1815,48;1843,45;1812,90;;0,84%
10/05/21;1835,44;1833,24;1845,53;1830,09;;0,27%
11/05/21;1836,94;1834,58;1842,32;1817,68;;0,08%
12/05/21;1815,44;1837,40;1843,69;1813,00;;-1,17%
13/05/21;1826,57;1815,90;1828,81;1808,78;;0,61%
14/05/21;1842,19;1826,49;1845,55;1819,79;;0,86%
17/05/21;1866,13;1843,84;1868,80;1841,24;;1,30%
18/05/21;1868,22;1866,59;1875,40;1862,94;;0,11%
19/05/21;1869,57;1869,59;1890,15;1851,94;;0,07%
20/05/21;1876,69;1869,74;1884,12;1863,53;;0,38%
21/05/21;1880,30;1876,84;1889,85;1870,01;;0,19%
24/05/21;1881,07;1882,34;1887,44;1875,19;;0,04%
25/05/21;1899,26;1880,69;1900,63;1872,73;;0,97%
26/05/21;1896,44;1899,49;1913,15;1890,34;;-0,15%
27/05/21;1896,08;1896,49;1903,87;1888,22;;-0,02%
28/05/21;1902,64;1897,05;1905,90;1881,84;;0,35%
31/05/21;1906,36;1903,69;1911,13;1901,56;;0,20%
01/06/21;1900,19;1907,53;1916,84;1892,28;;-0,32%
02/06/21;1907,94;1900,05;1909,34;1894,05;;0,41%
03/06/21;1870,57;1908,09;1909,89;1865,11;;-1,96%
04/06/21;1889,97;1871,32;1896,60;1856,09;;1,04%
07/06/21;1899,00;1888,49;1900,41;1880,88;;0,48%
08/06/21;1892,82;1898,99;1903,95;1883,38;;-0,33%
09/06/21;1888,30;1893,49;1899,40;1886,58;;-0,24%
10/06/21;1898,14;1888,57;1900,09;1869,84;;0,52%
11/06/21;1876,64;1898,42;1903,30;1874,07;;-1,13%
14/06/21;1865,99;1874,59;1878,21;1844,57;;-0,57%
15/06/21;1858,69;1866,26;1869,67;1851,28;;-0,39%
16/06/21;1811,95;1858,96;1862,43;1804,19;;-2,51%
17/06/21;1773,31;1812,18;1825,58;1766,88;;-2,13%
18/06/21;1763,34;1772,73;1797,24;1761,04;;-0,56%
21/06/21;1782,95;1764,44;1786,75;1764,44;;1,11%
22/06/21;1778,51;1783,23;1790,42;1771,99;;-0,25%
23/06/21;1778,73;1778,80;1795,18;1773,13;;0,01%
24/06/21;1775,18;1779,01;1788,56;1772,67;;-0,20%
25/06/21;1780,34;1775,46;1790,60;1773,27;;0,29%
28/06/21;1778,18;1781,24;1785,90;1770,69;;-0,12%
29/06/21;1761,09;1778,44;1779,24;1750,11;;-0,96%
30/06/21;1769,80;1761,35;1774,72;1752,78;;0,49%
